Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2026-04-13 00:19:26,2026-04-13 23:36:16,UTC+02:00,Did compression therapy?,false,
2026-04-12 00:17:54,2026-04-13 00:19:26,UTC+02:00,Did compression therapy?,false,
2026-04-12 00:17:54,2026-04-13 00:19:26,UTC+02:00,Spent time stretching?,false,
2026-04-11 00:13:13,2026-04-12 00:17:54,UTC+02:00,Spent time stretching?,true,
2026-04-11 00:13:13,2026-04-12 00:17:54,UTC+02:00,Did compression therapy?,false,
2026-04-08 23:17:25,2026-04-10 01:28:39,UTC+02:00,Spent time stretching?,false,
2026-04-08 23:17:25,2026-04-10 01:28:39,UTC+02:00,Did compression therapy?,false,
2025-12-30 00:00:00,2025-12-30 18:22:27,UTC-04:00,Felt energized throughout the day?,false,
2025-12-30 00:00:00,2025-12-30 18:22:27,UTC-04:00,Took creatine?,false,
2025-12-23 01:55:37,2025-12-23 22:49:41,UTC+01:00,Took creatine?,false,
2025-12-23 01:55:37,2025-12-23 22:49:41,UTC+01:00,Felt energized throughout the day?,true,
2025-12-21 23:32:58,2025-12-23 01:55:37,UTC+01:00,Felt energized throughout the day?,true,
2025-12-21 23:32:58,2025-12-23 01:55:37,UTC+01:00,Took creatine?,false,
2025-12-20 22:15:16,2025-12-21 23:32:58,UTC+01:00,Took creatine?,false,
2025-12-20 22:15:16,2025-12-21 23:32:58,UTC+01:00,Felt energized throughout the day?,true,
2025-12-19 18:49:52,2025-12-20 22:15:16,UTC+01:00,Felt energized throughout the day?,false,
2025-12-19 18:49:52,2025-12-20 22:15:16,UTC+01:00,Took creatine?,false,
2025-12-17 01:38:00,2025-12-18 02:12:46,UTC+01:00,Felt energized throughout the day?,true,
2025-12-17 01:38:00,2025-12-18 02:12:46,UTC+01:00,Took creatine?,false,
2025-12-16 00:01:48,2025-12-17 01:38:00,UTC+01:00,Felt energized throughout the day?,false,
2025-12-16 00:01:48,2025-12-17 01:38:00,UTC+01:00,Took creatine?,true,
2025-12-15 01:58:23,2025-12-16 00:01:48,UTC+01:00,Took creatine?,true,
2025-12-15 01:58:23,2025-12-16 00:01:48,UTC+01:00,Felt energized throughout the day?,true,
2025-12-14 02:34:52,2025-12-15 01:58:23,UTC+01:00,Felt energized throughout the day?,true,
2025-12-14 02:34:52,2025-12-15 01:58:23,UTC+01:00,Took creatine?,true,
2025-12-12 22:58:39,2025-12-14 02:34:52,UTC+01:00,Took creatine?,true,
2025-12-12 22:58:39,2025-12-14 02:34:52,UTC+01:00,Felt energized throughout the day?,true,
2025-12-11 23:39:00,2025-12-12 22:58:39,UTC+01:00,Took creatine?,true,
2025-12-11 23:39:00,2025-12-12 22:58:39,UTC+01:00,Felt energized throughout the day?,false,
2025-12-11 00:29:44,2025-12-11 23:39:00,UTC+01:00,Took creatine?,true,
2025-12-11 00:29:44,2025-12-11 23:39:00,UTC+01:00,Felt energized throughout the day?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Consumed calcium?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Tracked your calories?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Consumed carbohydrates?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Took creatine?,false,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Felt energized throughout the day?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Connected with family and/or friends?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Consumed fats?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Consumed fiber?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Took fish oil?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Hydrated sufficiently?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Journaled your thoughts?,false,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Ate food close to bedtime?,false,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Learned something interesting or important?,false,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Consumed magnesium?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Made progress on an important goal?,false,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Took a multivitamin?,false,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Spend time outdoors?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Consumed protein?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Read (non-screened device) while in bed?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Engaged in sexual activity?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Consumed sodium?,true,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Spent time stretching?,false,
2025-02-06 22:42:55,2025-02-07 23:40:33,UTC+01:00,Worked late?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Consumed calcium?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Tracked your calories?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Consumed carbohydrates?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Took creatine?,false,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Felt energized throughout the day?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Connected with family and/or friends?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Consumed fats?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Consumed fiber?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Took fish oil?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Hydrated sufficiently?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Journaled your thoughts?,false,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Ate food close to bedtime?,false,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Learned something interesting or important?,false,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Consumed magnesium?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Made progress on an important goal?,false,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Took a multivitamin?,false,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Spend time outdoors?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Consumed protein?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Read (non-screened device) while in bed?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Engaged in sexual activity?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Consumed sodium?,true,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Spent time stretching?,false,
2025-02-04 23:04:00,2025-02-05 22:38:54,UTC+01:00,Worked late?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Worked late?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Consumed calcium?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Tracked your calories?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Consumed carbohydrates?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Took creatine?,false,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Felt energized throughout the day?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Connected with family and/or friends?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Consumed fats?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Consumed fiber?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Took fish oil?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Hydrated sufficiently?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Journaled your thoughts?,false,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Ate food close to bedtime?,false,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Learned something interesting or important?,false,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Consumed magnesium?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Made progress on an important goal?,false,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Took a multivitamin?,false,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Spend time outdoors?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Consumed protein?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Read (non-screened device) while in bed?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Engaged in sexual activity?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Consumed sodium?,true,
2025-02-03 22:58:20,2025-02-04 23:04:00,UTC+01:00,Spent time stretching?,false,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Consumed fiber?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Consumed fats?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Connected with family and/or friends?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Felt energized throughout the day?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Took creatine?,false,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Consumed carbohydrates?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Tracked your calories?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Consumed calcium?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Worked late?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Spent time stretching?,false,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Consumed sodium?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Engaged in sexual activity?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Read (non-screened device) while in bed?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Consumed protein?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Spend time outdoors?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Took a multivitamin?,false,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Made progress on an important goal?,false,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Consumed magnesium?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Learned something interesting or important?,false,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Ate food close to bedtime?,false,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Journaled your thoughts?,false,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Hydrated sufficiently?,true,
2025-02-02 22:35:25,2025-02-03 22:58:20,UTC+01:00,Took fish oil?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Consumed protein?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Consumed calcium?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Tracked your calories?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Consumed carbohydrates?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Took creatine?,false,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Felt energized throughout the day?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Connected with family and/or friends?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Consumed fats?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Consumed fiber?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Took fish oil?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Hydrated sufficiently?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Journaled your thoughts?,false,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Ate food close to bedtime?,false,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Learned something interesting or important?,false,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Consumed magnesium?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Made progress on an important goal?,false,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Took a multivitamin?,false,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Spend time outdoors?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Read (non-screened device) while in bed?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Engaged in sexual activity?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Consumed sodium?,true,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Spent time stretching?,false,
2025-02-02 02:37:39,2025-02-02 22:35:25,UTC+01:00,Worked late?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Felt energized throughout the day?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Worked late?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Spent time stretching?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Consumed sodium?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Engaged in sexual activity?,false,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Read (non-screened device) while in bed?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Consumed protein?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Spend time outdoors?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Took a multivitamin?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Made progress on an important goal?,false,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Connected with family and/or friends?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Consumed calcium?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Consumed fats?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Tracked your calories?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Consumed carbohydrates?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Took creatine?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Consumed magnesium?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Learned something interesting or important?,false,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Ate food close to bedtime?,false,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Journaled your thoughts?,false,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Hydrated sufficiently?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Took fish oil?,true,
2025-01-30 23:05:22,2025-02-01 00:56:49,UTC+01:00,Consumed fiber?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Tracked your calories?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Consumed fiber?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Took fish oil?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Hydrated sufficiently?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Journaled your thoughts?,false,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Ate food close to bedtime?,false,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Learned something interesting or important?,false,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Consumed magnesium?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Made progress on an important goal?,false,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Took a multivitamin?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Consumed calcium?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Spend time outdoors?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Consumed protein?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Read (non-screened device) while in bed?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Engaged in sexual activity?,false,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Consumed sodium?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Spent time stretching?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Worked late?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Consumed fats?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Connected with family and/or friends?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Felt energized throughout the day?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Took creatine?,true,
2025-01-30 01:43:02,2025-01-30 23:05:22,UTC+01:00,Consumed carbohydrates?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Took creatine?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Consumed calcium?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Tracked your calories?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Consumed carbohydrates?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Felt energized throughout the day?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Connected with family and/or friends?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Consumed fats?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Consumed fiber?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Took fish oil?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Hydrated sufficiently?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Journaled your thoughts?,false,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Ate food close to bedtime?,false,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Learned something interesting or important?,false,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Consumed magnesium?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Made progress on an important goal?,false,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Took a multivitamin?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Spend time outdoors?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Consumed protein?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Read (non-screened device) while in bed?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Engaged in sexual activity?,false,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Consumed sodium?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Spent time stretching?,true,
2025-01-28 10:19:00,2025-01-28 22:39:16,UTC+01:00,Worked late?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Consumed calcium?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Worked late?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Spent time stretching?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Consumed sodium?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Engaged in sexual activity?,false,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Read (non-screened device) while in bed?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Consumed protein?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Spend time outdoors?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Took a multivitamin?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Made progress on an important goal?,false,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Consumed magnesium?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Learned something interesting or important?,false,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Ate food close to bedtime?,false,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Journaled your thoughts?,false,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Hydrated sufficiently?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Took fish oil?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Consumed fiber?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Consumed fats?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Connected with family and/or friends?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Felt energized throughout the day?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Took creatine?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Consumed carbohydrates?,true,
2025-01-27 01:37:31,2025-01-28 10:19:00,UTC+01:00,Tracked your calories?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Consumed calcium?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Worked late?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Spent time stretching?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Consumed sodium?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Engaged in sexual activity?,false,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Read (non-screened device) while in bed?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Consumed protein?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Spend time outdoors?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Took a multivitamin?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Made progress on an important goal?,false,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Consumed magnesium?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Learned something interesting or important?,false,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Ate food close to bedtime?,false,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Journaled your thoughts?,false,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Hydrated sufficiently?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Took fish oil?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Consumed fiber?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Consumed fats?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Connected with family and/or friends?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Felt energized throughout the day?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Took creatine?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Consumed carbohydrates?,true,
2025-01-26 03:17:24,2025-01-27 00:37:31,UTCZ,Tracked your calories?,true,
